         14432750 function calls (14431878 primitive calls) in 13.353 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.008    0.002 levelreader.py:173(_create_m60)
       18    0.000    0.000    0.001    0.000 levelreader.py:192(_create_m67)
        4    0.000    0.000    0.010    0.002 levelreader.py:198(_create_entity_spawner)
       10    0.000    0.000    0.001    0.000 levelreader.py:216(_create_zombie)
        4    0.000    0.000    0.000    0.000 levelreader.py:237(_create_defend_point)
        1    0.000    0.000    0.154    0.154 levelreader.py:244(_create_game)
        1    0.000    0.000    0.154    0.154 levelreader.py:32(read)
      872    0.002    0.000    0.002    0.000 levelreader.py:41(_get_coords)
       22    0.001    0.000    0.017    0.001 levelreader.py:53(_create_group)
        1    0.000    0.000    0.000    0.000 levelreader.py:76(_create_player)
        1    0.000    0.000    0.000    0.000 lifecontroller.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lifecontroller.py:1(LifeControllerClient)
       25    0.000    0.000    0.000    0.000 lifecontroller.py:14(set_client)
      656    0.000    0.000    0.000    0.000 lifecontroller.py:18(get_max_health)
      656    0.000    0.000    0.000    0.000 lifecontroller.py:24(get_health)
        2    0.000    0.000    0.000    0.000 lifecontroller.py:30(receive_damage)
        1    0.000    0.000    0.000    0.000 lifecontroller.py:5(LifeController)
       25    0.000    0.000    0.000    0.000 lifecontroller.py:6(__init__)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        2    0.001    0.001   13.356    6.678 main.py:1(<module>)
        1    0.000    0.000   13.253   13.253 main.py:5(load_level)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000   13.253   13.253 main.py:9(main)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 moveableentity.py:1(<module>)
      738    0.001    0.000    0.001    0.000 moveableentity.py:16(is_grounded)
       11    0.000    0.000    0.000    0.000 moveableentity.py:24(set_mass)
        1    0.000    0.000    0.000    0.000 moveableentity.py:3(MoveableEntity)
      654    0.000    0.000    0.000    0.000 moveableentity.py:31(set_gravity)
        2    0.000    0.000    0.000    0.000 moveableentity.py:34(was_attacked)
     6072    2.660    0.000    8.681    0.001 moveableentity.py:39(update)
      740    0.001    0.000    0.005    0.000 moveableentity.py:4(__init__)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
       19    0.000    0.000    0.000    0.000 nosetester.py:140(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:88(NoseTester)
        1    0.000    0.000    0.000    0.000 notificationcenter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 notificationcenter.py:1(NotificationCenter)
       49    0.000    0.000    0.001    0.000 notificationcenter.py:19(post_notification)
       54    0.000    0.000    0.000    0.000 notificationcenter.py:25(shared_center)
        1    0.000    0.000    0.000    0.000 notificationcenter.py:5(__init__)
        5    0.000    0.000    0.000    0.000 notificationcenter.py:8(add_observer)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:90(BagObj)
        1    0.001    0.001    0.001    0.001 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1617(set_string_function)
        2    0.000    0.000    0.000    0.000 numeric.py:2320(seterr)
        2    0.000    0.000    0.000    0.000 numeric.py:2416(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2635(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2639(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:2701(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2705(__enter__)
        1    0.000    0.000    0.000    0.000 numeric.py:2710(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2716(_setdef)
        3    0.000    0.000    0.000    0.000 numeric.py:346(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:49(ComplexWarning)
       72    0.000    0.000    0.000    0.000 numerictypes.py:130(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:157(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:184(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:219(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:232(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:288(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:304(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:345(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:386(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:435(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:450(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:458(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:772(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:787(_construct_lookups)
        1    0.000    0.000    0.001    0.001 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:470(__setitem__)
        1    0.000    0.000    0.000    0.000 perishableentity.py:1(<module>)
       25    0.000    0.000    0.000    0.000 perishableentity.py:10(__init__)
     1312    0.001    0.000    0.001    0.000 perishableentity.py:21(get_life_controller)
       25    0.000    0.000    0.000    0.000 perishableentity.py:23(set_life_controller)
        2    0.000    0.000    0.000    0.000 perishableentity.py:30(was_attacked)
        1    0.000    0.000    0.000    0.000 perishableentity.py:9(PerishableEntity)
       84    0.000    0.000    0.001    0.000 pkg_resources.py:1133(safe_name)
       80    0.000    0.000    0.000    0.000 pkg_resources.py:1141(safe_version)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1168(MarkerEvaluation)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:125(get_supported_platform)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1331(NullProvider)
     2626    0.005    0.000    0.017    0.000 pkg_resources.py:1338(__init__)
     1313    0.002    0.000    0.023    0.000 pkg_resources.py:1351(has_resource)
       11    0.000    0.000    0.000    0.000 pkg_resources.py:1354(has_metadata)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1358(get_metadata)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1368(get_metadata_lines)
     2638    0.005    0.000    0.012    0.000 pkg_resources.py:1418(_fn)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1433(EggProvider)
     2626    0.006    0.000    0.087    0.000 pkg_resources.py:1436(__init__)
     2626    0.024    0.000    0.064    0.000 pkg_resources.py:1440(_setup_prefix)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1454(DefaultProvider)
     1324    0.001    0.000    0.014    0.000 pkg_resources.py:1457(_has)
     1313    0.002    0.000    0.020    0.000 pkg_resources.py:1466(get_resource_stream)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1469(_get)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1482(EmptyProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1490(__init__)
        1    0.018    0.018    0.041    0.041 pkg_resources.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1529(ZipProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1689(FileMetadata)
       62    0.000    0.000    0.000    0.000 pkg_resources.py:1701(__init__)
       31    0.000    0.000    0.000    0.000 pkg_resources.py:1704(has_metadata)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1719(PathMetadata)
       22    0.000    0.000    0.000    0.000 pkg_resources.py:1739(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1744(EggMetadata)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1761(register_finder)
       24    0.000    0.000    0.000    0.000 pkg_resources.py:1771(find_distributions)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1798(find_nothing)
      106    0.001    0.000    0.007    0.000 pkg_resources.py:1802(find_on_path)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1851(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:189(ResolutionError)
       42    0.000    0.000    0.000    0.000 pkg_resources.py:1927(fixup_namespace_packages)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:194(VersionConflict)
       11    0.000    0.000    0.001    0.000 pkg_resources.py:1962(normalize_path)
      484    0.000    0.000    0.001    0.000 pkg_resources.py:1966(_normalize_cached)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:197(DistributionNotFound)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1981(yield_lines)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:200(UnknownExtra)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2063(EntryPoint)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:211(register_loader_type)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2176(Distribution)
       84    0.000    0.000    0.001    0.000 pkg_resources.py:2180(__init__)
       84    0.001    0.000    0.003    0.000 pkg_resources.py:2192(from_location)
     2626    0.009    0.000    0.108    0.000 pkg_resources.py:220(get_provider)
      252    0.000    0.000    0.000    0.000 pkg_resources.py:2240(key)
       43    0.000    0.000    0.000    0.000 pkg_resources.py:2303(_get_metadata)
       42    0.000    0.000    0.001    0.000 pkg_resources.py:2308(activate)
      127    0.000    0.000    0.000    0.000 pkg_resources.py:2341(__getattr__)
       42    0.000    0.000    0.001    0.000 pkg_resources.py:2381(insert_on)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2464(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:252(get_build_platform)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2616(Requirement)
     2650    0.003    0.000    0.003    0.000 pkg_resources.py:2685(_get_mro)
       22    0.000    0.000    0.000    0.000 pkg_resources.py:2688(cls)
     2650    0.004    0.000    0.008    0.000 pkg_resources.py:2692(_find_adapter)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2742(_initialize)
       42    0.000    0.000    0.001    0.000 pkg_resources.py:2760(<lambda>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:362(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:386(IResourceProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:414(WorkingSet)
        1    0.000    0.000    0.004    0.004 pkg_resources.py:417(__init__)
        1    0.000    0.000    0.004    0.004 pkg_resources.py:430(_build_master)
       24    0.000    0.000    0.009    0.000 pkg_resources.py:472(add_entry)
       43    0.000    0.000    0.000    0.000 pkg_resources.py:530(__iter__)
       84    0.000    0.000    0.001    0.000 pkg_resources.py:547(add)
        1    0.000    0.000    0.001    0.001 pkg_resources.py:732(subscribe)
       42    0.000    0.000    0.000    0.000 pkg_resources.py:740(_added_new)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:758(Environment)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:900(ExtractionError)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:916(ResourceManager)
        4    0.000    0.000    0.000    0.000 pkg_resources.py:92(_declare_state)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:920(__init__)
     1313    0.003    0.000    0.084    0.000 pkg_resources.py:923(resource_exists)
     1313    0.002    0.000    0.071    0.000 pkg_resources.py:939(resource_stream)
        1    0.002    0.002    0.043    0.043 pkgdata.py:18(<module>)
     1313    0.002    0.000    0.157    0.000 pkgdata.py:34(getResource)
       22    0.000    0.000    0.000    0.000 pkgutil.py:173(__init__)
       24    0.000    0.000    0.000    0.000 pkgutil.py:366(get_importer)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:388(_popen)
        1    0.000    0.000    0.000    0.000 pointofinterest.py:1(<module>)
     1320    0.178    0.000    0.516    0.000 pointofinterest.py:16(update)
     1320    0.010    0.000    0.015    0.000 pointofinterest.py:23(update_image)
        1    0.000    0.000    0.000    0.000 pointofinterest.py:8(PointOfInterest)
        4    0.000    0.000    0.000    0.000 pointofinterest.py:9(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
        1    0.003    0.003    0.004    0.004 polynomial.py:55(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:930(poly1d)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:33(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
       84    0.000    0.000    0.000    0.000 posixpath.py:104(splitext)
        1    0.000    0.000    0.000    0.000 posixpath.py:119(basename)
     2687    0.006    0.000    0.009    0.000 posixpath.py:127(dirname)
       43    0.000    0.000    0.000    0.000 posixpath.py:139(islink)
       11    0.000    0.000    0.000    0.000 posixpath.py:336(normpath)
       11    0.000    0.000    0.000    0.000 posixpath.py:365(abspath)
       11    0.000    0.000    0.000    0.000 posixpath.py:379(realpath)
       11    0.000    0.000    0.000    0.000 posixpath.py:387(_joinrealpath)
       11    0.000    0.000    0.000    0.000 posixpath.py:51(normcase)
       22    0.000    0.000    0.000    0.000 posixpath.py:59(isabs)
     2781    0.004    0.000    0.006    0.000 posixpath.py:68(join)
    15756    0.023    0.000    0.033    0.000 posixpath.py:89(split)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 projectile.py:1(<module>)
        4    0.000    0.000    0.000    0.000 projectile.py:14(launch)
        2    0.000    0.000    0.000    0.000 projectile.py:20(get_knockback_factor)
      640    0.000    0.000    0.000    0.000 projectile.py:22(set_knockback_factor)
      622    0.000    0.000    0.000    0.000 projectile.py:28(set_damage)
      154    0.028    0.000    0.379    0.002 projectile.py:42(update)
        1    0.000    0.000    0.000    0.000 projectile.py:5(Projectile)
      698    0.001    0.000    0.005    0.000 projectile.py:6(__init__)
        2    0.000    0.000    0.000    0.000 projectile.py:72(_made_contact)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 random.py:100(seed)
     2624    0.006    0.000    0.006    0.000 random.py:173(randrange)
     2624    0.003    0.000    0.009    0.000 random.py:236(randint)
        1    0.000    0.000    0.001    0.001 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:650(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:800(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:91(__init__)
      164    0.000    0.000    0.001    0.000 re.py:144(sub)
       49    0.000    0.000    0.015    0.000 re.py:188(compile)
      213    0.000    0.000    0.016    0.000 re.py:226(_compile)
        1    0.000    0.000    0.000    0.000 records.py:216(record)
        1    0.000    0.000    0.000    0.000 records.py:286(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 resource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resource.py:172(set_images_path)
    54639    0.062    0.000    0.095    0.000 resource.py:37(get_image)
        5    0.000    0.000    0.000    0.000 resource.py:58(set_image)
     1137    0.001    0.000    0.002    0.000 resource.py:66(has_image)
        1    0.001    0.001    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shotgunshell.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shotgunshell.py:4(ShotgunShell)
       58    0.000    0.000    0.001    0.000 shotgunshell.py:5(__init__)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 sndarray.py:57(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:1079(GroupSingle)
      912    0.001    0.000    0.001    0.000 sprite.py:112(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:1149(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 sprite.py:1226(collide_circle_ratio)
      174    0.000    0.000    0.000    0.000 sprite.py:146(add_internal)
        3    0.000    0.000    0.000    0.000 sprite.py:149(remove_internal)
        1    0.000    0.000    0.000    0.000 sprite.py:198(DirtySprite)
        1    0.000    0.000    0.000    0.000 sprite.py:255(AbstractGroup)
        1    0.000    0.000    0.000    0.000 sprite.py:267(__init__)
      504    0.000    0.000    0.000    0.000 sprite.py:290(has_internal)
    19544    0.021    0.000    0.059    0.000 sprite.py:301(__iter__)
        3    0.000    0.000    0.000    0.000 sprite.py:339(remove)
      330    0.046    0.000   10.579    0.032 sprite.py:393(update)
        1    0.000    0.000    0.000    0.000 sprite.py:459(Group)
        1    0.000    0.000    0.000    0.000 sprite.py:484(RenderUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:512(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:538(LayeredUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:547(__init__)
      174    0.001    0.000    0.001    0.000 sprite.py:566(add_internal)
      502    0.001    0.000    0.003    0.000 sprite.py:603(add)
        3    0.000    0.000    0.000    0.000 sprite.py:645(remove_internal)
    20203    0.037    0.000    0.037    0.000 sprite.py:659(sprites)
        1    0.000    0.000    0.000    0.000 sprite.py:66(<module>)
      329    0.077    0.000    0.315    0.001 sprite.py:665(draw)
        1    0.000    0.000    0.000    0.000 sprite.py:837(LayeredDirty)
        1    0.000    0.000    0.000    0.000 sprite.py:99(Sprite)
      106    0.000    0.000    0.002    0.000 sre_compile.py:178(_compile_charset)
      106    0.001    0.000    0.001    0.000 sre_compile.py:207(_optimize_charset)
      172    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
        9    0.000    0.000    0.000    0.000 sre_compile.py:258(_mk_bitmap)
   301/48    0.002    0.000    0.005    0.000 sre_compile.py:32(_compile)
      141    0.000    0.000    0.000    0.000 sre_compile.py:354(_simple)
       48    0.000    0.000    0.002    0.000 sre_compile.py:359(_compile_info)
       96    0.000    0.000    0.000    0.000 sre_compile.py:472(isstring)
       48    0.000    0.000    0.007    0.000 sre_compile.py:478(_code)
       48    0.000    0.000    0.015    0.000 sre_compile.py:493(compile)
       15    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
      629    0.000    0.000    0.000    0.000 sre_parse.py:126(__len__)
     1263    0.001    0.000    0.001    0.000 sre_parse.py:130(__getitem__)
      141    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
      569    0.000    0.000    0.000    0.000 sre_parse.py:138(append)
  442/189    0.001    0.000    0.001    0.000 sre_parse.py:140(getwidth)
       48    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
     1343    0.001    0.000    0.002    0.000 sre_parse.py:182(__next)
      792    0.000    0.000    0.001    0.000 sre_parse.py:195(match)
     1100    0.001    0.000    0.002    0.000 sre_parse.py:201(get)
       52    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
       10    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
       47    0.000    0.000    0.000    0.000 sre_parse.py:225(_class_escape)
       94    0.000    0.000    0.000    0.000 sre_parse.py:257(_escape)
   135/48    0.000    0.000    0.008    0.000 sre_parse.py:301(_parse_sub)
   150/51    0.003    0.000    0.007    0.000 sre_parse.py:379(_parse)
       48    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       48    0.000    0.000    0.008    0.000 sre_parse.py:675(parse)
       75    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
       75    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
      301    0.000    0.000    0.000    0.000 sre_parse.py:90(__init__)
      148    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
      106    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
       42    0.000    0.000    0.000    0.000 stat.py:55(S_ISLNK)
        1    0.000    0.000    0.000    0.000 statusdisplay.py:1(<module>)
        1    0.000    0.000    0.000    0.000 statusdisplay.py:13(StatusDisplay)
       11    0.000    0.000    0.000    0.000 statusdisplay.py:14(__init__)
       11    0.000    0.000    0.000    0.000 statusdisplay.py:23(set_client)
      656    0.001    0.000    0.623    0.001 statusdisplay.py:26(update)
      656    0.045    0.000    0.621    0.001 statusdisplay.py:29(update_image)
        1    0.000    0.000    0.000    0.000 statusdisplay.py:3(StatusDisplayClient)
      656    0.005    0.000    0.016    0.000 statusdisplay.py:39(_add_health_bar)
      656    0.086    0.000    0.262    0.000 statusdisplay.py:53(_add_name)
      656    0.062    0.000    0.295    0.000 statusdisplay.py:61(_add_weapon)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        6    0.000    0.000    0.004    0.001 string.py:148(substitute)
      666    0.001    0.000    0.001    0.000 string.py:158(convert)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.081    0.081 surfarray.py:60(<module>)
        1    0.000    0.000    0.000    0.000 symbol.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:580(get_platform)
        1    0.000    0.000    0.000    0.000 sysfont.py:21(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1058(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1090(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1097(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1128(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        2    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:259(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:299(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:541(Event)
        1    0.000    0.000    0.000    0.000 threading.py:551(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 threading.py:560(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:575(set)
        4    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:656(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:789(_set_ident)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.034    0.034 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 urlparse.py:121(SplitResult)
        1    0.000    0.000    0.000    0.000 urlparse.py:129(ParseResult)
        1    0.000    0.000    0.002    0.002 urlparse.py:29(<module>)
      485    0.000    0.000    0.000    0.000 urlparse.py:332(<genexpr>)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 userinputentitycontroller.py:1(<module>)
      658    0.007    0.000    0.399    0.001 userinputentitycontroller.py:20(update)
        1    0.000    0.000    0.000    0.000 userinputentitycontroller.py:4(UserInputEntityController)
        1    0.000    0.000    0.000    0.000 userinputentitycontroller.py:5(__init__)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:103(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:108(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:1368(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1400(WarningManager)
        2    0.000    0.000    0.000    0.000 utils.py:152(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1588(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:4(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:87(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:92(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:961(SafeEval)
        1    0.000    0.000    0.000    0.000 version.py:28(<module>)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        4    0.000    0.000    0.001    0.000 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:282(__init__)
        1    0.000    0.000    0.000    0.000 weapon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weapon.py:4(Weapon)
        1    0.000    0.000    0.000    0.000 weapon.py:51(pick_up)
       31    0.000    0.000    0.000    0.000 weapon.py:6(__init__)
     5261    0.006    0.000    6.879    0.001 weapon.py:60(update)
        1    0.000    0.000    0.000    0.000 zipfile.py:1357(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:20(BadZipfile)
        1    0.000    0.000    0.000    0.000 zipfile.py:24(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        1    0.000    0.000    0.001    0.001 zipfile.py:3(<module>)
